,R_fighter,B_fighter,Referee,date,location,Winner,weight_class,R_age,B_age,R_Stance,B_Stance,R_Height_cms,B_Height_cms,R_Reach_cms,B_Reach_cms,B_Weight_lbs,R_Weight_lbs,R_current_win_streak,B_current_win_streak,R_wins,R_losses,B_wins,B_losses
4516,Thiago Alves,John Howard,Yves Lavigne,2010-12-11,"Montreal, Quebec, Canada",Red,Welterweight,27.0,27.0,Orthodox,Orthodox,175.26,170.18,177.8,182.88,170.0,170.0,0,4,9,4,4,1
4517,Stefan Struve,Sean McCorkle,Yves Lavigne,2010-12-11,"Montreal, Quebec, Canada",Red,Heavyweight,22.0,34.0,Orthodox,Orthodox,210.82,200.66,213.36,205.74,265.0,265.0,0,1,4,2,1,0
4518,Joe Stevenson,Mac Danzig,Dan Miragliotta,2010-12-11,"Montreal, Quebec, Canada",Blue,Lightweight,28.0,30.0,Orthodox,Orthodox,170.18,172.72,177.8,177.8,155.0,145.0,1,2,8,5,3,4
4519,Joe Doerksen,Dan Miller,Marc-Andre Cote,2010-12-11,"Montreal, Quebec, Canada",Blue,Middleweight,33.0,29.0,Orthodox,Orthodox,182.88,185.42,190.5,187.96,185.0,185.0,0,3,2,6,4,3
4520,Mark Bocek,Dustin Hazelett,Philippe Chartier,2010-12-11,"Montreal, Quebec, Canada",Red,Lightweight,29.0,24.0,Orthodox,Orthodox,172.72,185.42,190.5,193.04,170.0,155.0,0,0,4,3,5,4
4521,Georges St-Pierre,Josh Koscheck,Herb Dean,2010-12-11,"Montreal, Quebec, Canada",Red,Welterweight,29.0,33.0,Orthodox,Orthodox,180.34,177.8,193.04,185.42,170.0,185.0,2,2,14,2,13,4
4522,Jesse Bongfeldt,Rafael Natal,Dan Miragliotta,2010-12-11,"Montreal, Quebec, Canada",Draw,Middleweight,30.0,27.0,Orthodox,Orthodox,182.88,182.88,,195.58,185.0,185.0,0,0,0,0,0,1
4523,TJ Grant,Ricardo Almeida,Philippe Chartier,2010-12-11,"Montreal, Quebec, Canada",Blue,Welterweight,26.0,34.0,Orthodox,Orthodox,177.8,182.88,182.88,187.96,170.0,155.0,1,0,3,2,5,4
4524,Pat Audinwood,John Makdessi,Herb Dean,2010-12-11,"Montreal, Quebec, Canada",Blue,Lightweight,24.0,25.0,Orthodox,Orthodox,182.88,172.72,,172.72,155.0,155.0,0,0,0,1,0,0
4525,Matthew Riddle,Sean Pierson,Yves Lavigne,2010-12-11,"Montreal, Quebec, Canada",Blue,Welterweight,24.0,34.0,Southpaw,Southpaw,185.42,182.88,193.04,193.04,170.0,170.0,3,0,5,1,0,0
4526,Johny Hendricks,Rick Story,Steve Mazzagatti,2010-12-04,"Las Vegas, Nevada, USA",Blue,Welterweight,27.0,26.0,Southpaw,Southpaw,175.26,175.26,175.26,180.34,170.0,185.0,4,0,4,0,4,1
4527,Kendall Grove,Demian Maia,Josh Rosenthal,2010-12-04,"Las Vegas, Nevada, USA",Blue,Middleweight,28.0,33.0,Orthodox,Southpaw,198.12,185.42,200.66,182.88,170.0,185.0,3,5,7,4,7,2
4528,Sako Chivitchian,Kyle Watson,Herb Dean,2010-12-04,"Las Vegas, Nevada, USA",Blue,Lightweight,26.0,31.0,,Southpaw,180.34,182.88,,,155.0,155.0,0,0,0,0,0,0
4529,Stephan Bonnar,Igor Pokrajac,Steve Mazzagatti,2010-12-04,"Las Vegas, Nevada, USA",Red,LightHeavyweight,33.0,31.0,Orthodox,Orthodox,193.04,182.88,200.66,187.96,205.0,205.0,0,0,6,6,1,2
4530,Cody McKenzie,Aaron Wilkinson,Chris Tognoni,2010-12-04,"Las Vegas, Nevada, USA",Red,Lightweight,22.0,23.0,Switch,,182.88,177.8,182.88,,155.0,155.0,0,0,0,0,0,0
4531,Nam Phan,Leonard Garcia,Herb Dean,2010-12-04,"Las Vegas, Nevada, USA",Blue,Featherweight,27.0,31.0,Orthodox,Orthodox,167.64,177.8,177.8,172.72,145.0,135.0,0,0,0,0,1,2
4532,Jonathan Brookins,Michael Johnson,Herb Dean,2010-12-04,"Las Vegas, Nevada, USA",Red,Lightweight,25.0,24.0,Southpaw,Southpaw,182.88,177.8,187.96,185.42,155.0,145.0,0,0,0,0,0,0
4533,Ian Loveland,Tyler Toner,Josh Rosenthal,2010-12-04,"Las Vegas, Nevada, USA",Red,Featherweight,27.0,27.0,Orthodox,Orthodox,172.72,172.72,,177.8,145.0,145.0,0,0,0,0,0,0
4534,Will Campuzano,Nick Pace,Chris Tognoni,2010-12-04,"Las Vegas, Nevada, USA",Blue,Bantamweight,24.0,23.0,Orthodox,Orthodox,175.26,170.18,177.8,172.72,135.0,125.0,0,0,0,0,0,0
4535,Fredson Paixao,Pablo Garza,Steve Mazzagatti,2010-12-04,"Las Vegas, Nevada, USA",Blue,Featherweight,31.0,27.0,Orthodox,Orthodox,167.64,185.42,167.64,185.42,145.0,145.0,0,0,0,0,0,0
4536,Rich Attonito,David Branch,Josh Rosenthal,2010-12-04,"Las Vegas, Nevada, USA",Blue,Middleweight,33.0,29.0,Orthodox,Orthodox,177.8,185.42,182.88,198.12,185.0,170.0,2,0,2,0,1,1
4537,Phil Davis,Tim Boetsch,Herb Dean,2010-11-20,"Auburn Hills, Michigan, USA",Red,LightHeavyweight,26.0,29.0,Orthodox,Orthodox,187.96,182.88,200.66,187.96,185.0,205.0,3,1,3,0,3,2
4538,Karo Parisyan,Dennis Hallman,Dan Miragliotta,2010-11-20,"Auburn Hills, Michigan, USA",Blue,Welterweight,28.0,34.0,Orthodox,Orthodox,177.8,175.26,182.88,182.88,155.0,170.0,1,1,8,4,2,4
4539,Matt Brown,Brian Foster,Herb Dean,2010-11-20,"Auburn Hills, Michigan, USA",Blue,Welterweight,29.0,26.0,Orthodox,Orthodox,182.88,175.26,190.5,180.34,170.0,170.0,1,0,4,3,2,2
4540,Gerald Harris,Maiquel Falcao,Dan Miragliotta,2010-11-20,"Auburn Hills, Michigan, USA",Blue,Middleweight,31.0,29.0,Southpaw,Orthodox,180.34,180.34,195.58,,185.0,185.0,3,0,3,0,0,0
4541,Aaron Simpson,Mark Munoz,Marc Fennell,2010-11-20,"Auburn Hills, Michigan, USA",Blue,Middleweight,36.0,32.0,Orthodox,Orthodox,182.88,182.88,185.42,180.34,185.0,170.0,3,0,3,1,3,2
4542,Matt Hughes,BJ Penn,Dan Miragliotta,2010-11-20,"Auburn Hills, Michigan, USA",Blue,Welterweight,37.0,31.0,Switch,Orthodox,175.26,175.26,185.42,177.8,155.0,170.0,2,3,18,5,11,7
4543,Quinton Jackson,Lyoto Machida,Herb Dean,2010-11-20,"Auburn Hills, Michigan, USA",Red,LightHeavyweight,32.0,32.0,Orthodox,Southpaw,185.42,185.42,185.42,187.96,185.0,205.0,3,8,5,2,8,1
4544,George Sotiropoulos,Joe Lauzon,Marc Fennell,2010-11-20,"Auburn Hills, Michigan, USA",Red,Lightweight,33.0,26.0,Orthodox,Orthodox,177.8,177.8,180.34,180.34,155.0,155.0,6,3,6,0,6,2
4545,Mike Lullo,Edson Barboza,Marc Fennell,2010-11-20,"Auburn Hills, Michigan, USA",Blue,Lightweight,31.0,24.0,Orthodox,Orthodox,172.72,180.34,,190.5,145.0,145.0,0,0,0,0,0,0
4546,Paul Kelly,TJ O'Brien,Dan Miragliotta,2010-11-20,"Auburn Hills, Michigan, USA",Red,Lightweight,26.0,23.0,Orthodox,Orthodox,175.26,187.96,177.8,,155.0,155.0,1,0,4,3,0,0
4547,Tyson Griffin,Nik Lentz,Herb Dean,2010-11-20,"Auburn Hills, Michigan, USA",Blue,Lightweight,26.0,26.0,Orthodox,Orthodox,167.64,172.72,172.72,172.72,145.0,145.0,1,1,7,4,3,1
4548,Kyle Noke,Rob Kimmons,Kevin Mulhall,2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany",Red,Middleweight,30.0,29.0,Southpaw,Orthodox,185.42,177.8,193.04,185.42,185.0,170.0,1,1,1,0,3,2
4549,Amir Sadollah,Peter Sobotta,Leon Roberts,2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany",Red,Welterweight,30.0,23.0,Orthodox,Southpaw,177.8,182.88,190.5,190.5,170.0,170.0,1,0,3,2,0,2
4550,Dennis Siver,Andre Winner,Kevin Mulhall,2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany",Red,Lightweight,31.0,29.0,Orthodox,Orthodox,167.64,180.34,177.8,185.42,155.0,145.0,0,0,5,4,2,2
4551,Pascal Krauss,Mark Scanlon,Leon Roberts,2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany",Red,Welterweight,23.0,,Orthodox,Orthodox,185.42,175.26,,,170.0,170.0,0,0,0,0,0,0
4552,Duane Ludwig,Nick Osipczak,Marc Goddard,2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany",Red,Welterweight,32.0,25.0,Orthodox,Orthodox,177.8,187.96,177.8,193.04,170.0,170.0,2,2,2,2,2,2
4553,Nate Marquardt,Yushin Okami,Leon Roberts,2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany",Blue,Middleweight,31.0,29.0,Orthodox,Southpaw,182.88,187.96,187.96,190.5,170.0,185.0,4,4,9,3,9,2
4554,Vladimir Matyushenko,Alexandre Ferreira,Kevin Mulhall,2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany",Red,LightHeavyweight,39.0,31.0,Orthodox,Orthodox,182.88,170.18,187.96,,205.0,205.0,1,0,5,3,0,0
4555,Krzysztof Soszynski,Goran Reljic,Marc Goddard,2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany",Red,LightHeavyweight,33.0,26.0,Open Stance,Southpaw,185.42,190.5,195.58,205.74,205.0,205.0,3,1,4,2,1,2
4556,Kris McCray,Carlos Eduardo Rocha,Marc Goddard,2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany",Blue,Welterweight,29.0,29.0,Orthodox,Orthodox,182.88,177.8,193.04,185.42,170.0,170.0,0,0,0,1,0,0
4557,Seth Petruzelli,Karlos Vemola,Leon Roberts,2010-11-13,"Oberhausen, North Rhine-Westphalia, Germany",Blue,LightHeavyweight,30.0,25.0,Orthodox,Orthodox,182.88,182.88,193.04,190.5,185.0,205.0,0,0,0,3,0,1
4558,Mike Guymon,Daniel Roberts,Jason Herzog,2010-10-23,"Anaheim, California, USA",Blue,Welterweight,36.0,30.0,Orthodox,Southpaw,182.88,177.8,187.96,187.96,170.0,170.0,0,0,1,1,1,1
4559,Diego Sanchez,Paulo Thiago,Jason Herzog,2010-10-23,"Anaheim, California, USA",Red,Welterweight,28.0,29.0,Southpaw,Orthodox,177.8,180.34,182.88,187.96,170.0,170.0,6,1,10,4,3,2
4560,Court McGee,Ryan Jensen,Herb Dean,2010-10-23,"Anaheim, California, USA",Red,Middleweight,25.0,33.0,Orthodox,Orthodox,180.34,185.42,190.5,193.04,185.0,170.0,1,0,1,0,2,4
4561,Brendan Schaub,Gabriel Gonzaga,Jason Herzog,2010-10-23,"Anaheim, California, USA",Red,Heavyweight,27.0,31.0,Orthodox,Orthodox,193.04,187.96,198.12,193.04,242.0,245.0,0,4,2,1,7,4
4562,Jake Shields,Martin Kampmann,John McCarthy,2010-10-23,"Anaheim, California, USA",Red,Welterweight,31.0,28.0,Orthodox,Orthodox,182.88,182.88,182.88,182.88,170.0,170.0,0,4,0,0,8,2
4563,Brock Lesnar,Cain Velasquez,Herb Dean,2010-10-23,"Anaheim, California, USA",Blue,Heavyweight,33.0,28.0,Orthodox,Orthodox,190.5,185.42,205.74,195.58,240.0,265.0,0,6,4,1,6,0
4564,Tito Ortiz,Matt Hamill,John McCarthy,2010-10-23,"Anaheim, California, USA",Blue,LightHeavyweight,35.0,34.0,Orthodox,Orthodox,190.5,185.42,187.96,193.04,205.0,205.0,1,3,14,8,8,2
4565,Patrick Cote,Tom Lawlor,John McCarthy,2010-10-23,"Anaheim, California, USA",Blue,Middleweight,30.0,27.0,Orthodox,Southpaw,180.34,182.88,190.5,187.96,205.0,170.0,0,2,4,6,2,2
4566,Sam Stout,Paul Taylor,Herb Dean,2010-10-23,"Anaheim, California, USA",Red,Lightweight,26.0,30.0,Orthodox,Orthodox,175.26,182.88,177.8,182.88,155.0,155.0,1,1,4,5,3,4
4567,Jon Madsen,Gilbert Yvel,John McCarthy,2010-10-23,"Anaheim, California, USA",Red,Heavyweight,30.0,34.0,Orthodox,Orthodox,182.88,187.96,182.88,195.58,225.0,240.0,3,0,3,0,0,2
4568,Chris Camozzi,Dongi Yang,Jason Herzog,2010-10-23,"Anaheim, California, USA",Red,Middleweight,23.0,25.0,Orthodox,Southpaw,187.96,177.8,190.5,185.42,185.0,185.0,1,0,1,0,0,0
4569,Cyrille Diabate,Alexander Gustafsson,Leon Roberts,2010-10-16,"London, England, United Kingdom",Blue,LightHeavyweight,37.0,23.0,Southpaw,Orthodox,198.12,195.58,205.74,200.66,205.0,205.0,1,1,1,0,1,1
4570,John Hathaway,Mike Pyle,Leon Roberts,2010-10-16,"London, England, United Kingdom",Blue,Welterweight,23.0,35.0,Orthodox,Orthodox,185.42,182.88,190.5,187.96,170.0,170.0,4,0,4,0,2,2
4571,Dan Hardy,Carlos Condit,Dan Miragliotta,2010-10-16,"London, England, United Kingdom",Blue,Welterweight,28.0,26.0,Orthodox,Orthodox,182.88,187.96,187.96,190.5,170.0,170.0,4,0,4,1,2,1
4572,Paul Sass,Mark Holst,Dan Miragliotta,2010-10-16,"London, England, United Kingdom",Red,Lightweight,22.0,25.0,Orthodox,Orthodox,182.88,182.88,185.42,,155.0,155.0,0,0,0,0,0,1
4573,James Wilks,Claude Patrick,Dan Miragliotta,2010-10-16,"London, England, United Kingdom",Blue,Welterweight,32.0,30.0,Orthodox,Orthodox,185.42,180.34,190.5,190.5,170.0,170.0,1,1,2,1,1,0
4574,Cheick Kongo,Travis Browne,Marc Goddard,2010-10-16,"London, England, United Kingdom",Draw,Heavyweight,35.0,28.0,Orthodox,Orthodox,193.04,198.12,208.28,200.66,255.0,240.0,2,1,8,4,1,0
4575,Michael Bisping,Yoshihiro Akiyama,Marc Goddard,2010-10-16,"London, England, United Kingdom",Red,Middleweight,31.0,35.0,Orthodox,Orthodox,185.42,177.8,190.5,190.5,170.0,185.0,4,1,9,3,1,1
4576,Rob Broughton,Vinicius Queiroz,Marc Goddard,2010-10-16,"London, England, United Kingdom",Red,Heavyweight,27.0,27.0,Orthodox,,187.96,200.66,187.96,,220.0,265.0,0,0,0,0,0,0
4577,James McSweeney,Fabio Maldonado,Marc Goddard,2010-10-16,"London, England, United Kingdom",Blue,LightHeavyweight,29.0,30.0,Switch,Orthodox,193.04,185.42,195.58,190.5,205.0,230.0,1,0,1,1,0,0
4578,Spencer Fisher,Curt Warburton,Leon Roberts,2010-10-16,"London, England, United Kingdom",Red,Lightweight,34.0,,Southpaw,Orthodox,170.18,182.88,172.72,185.42,155.0,155.0,2,0,8,5,0,0
4579,Thiago Tavares,Pat Audinwood,Rob Hinds,2010-09-25,"Indianapolis, Indiana, USA",Red,Lightweight,25.0,24.0,Orthodox,Orthodox,170.18,182.88,177.8,,155.0,145.0,2,0,4,4,0,0
4580,CB Dollaway,Joe Doerksen,Jeff Malott,2010-09-25,"Indianapolis, Indiana, USA",Red,Middleweight,27.0,32.0,Orthodox,Orthodox,187.96,182.88,193.04,190.5,185.0,185.0,0,0,4,2,2,5
4581,Sean Sherk,Evan Dunham,Rob Hinds,2010-09-25,"Indianapolis, Indiana, USA",Red,Lightweight,37.0,28.0,Orthodox,Southpaw,167.64,177.8,170.18,177.8,155.0,155.0,3,4,7,4,4,0
4582,Matt Serra,Chris Lytle,Herb Dean,2010-09-25,"Indianapolis, Indiana, USA",Blue,Welterweight,36.0,36.0,Orthodox,Orthodox,167.64,180.34,172.72,172.72,170.0,170.0,0,0,7,6,8,9
4583,Rogerio Nogueira,Ryan Bader,Josh Rosenthal,2010-09-25,"Indianapolis, Indiana, USA",Blue,LightHeavyweight,34.0,27.0,Southpaw,Orthodox,187.96,187.96,190.5,187.96,205.0,205.0,2,4,2,0,4,0
4584,Melvin Guillard,Jeremy Stephens,Josh Rosenthal,2010-09-25,"Indianapolis, Indiana, USA",Red,Lightweight,27.0,24.0,Orthodox,Orthodox,175.26,175.26,180.34,180.34,145.0,155.0,1,0,7,4,5,4
4585,Frank Mir,Mirko Filipovic,Herb Dean,2010-09-25,"Indianapolis, Indiana, USA",Red,Heavyweight,31.0,36.0,Southpaw,Southpaw,190.5,187.96,200.66,185.42,230.0,264.0,2,1,11,5,4,3
4586,Matt Mitrione,Joey Beltran,Herb Dean,2010-09-25,"Indianapolis, Indiana, USA",Red,Heavyweight,32.0,28.0,Switch,Orthodox,190.5,185.42,208.28,190.5,185.0,265.0,2,2,2,0,2,0
4587,Steve Lopez,Waylon Lowe,Herb Dean,2010-09-25,"Indianapolis, Indiana, USA",Blue,Lightweight,26.0,29.0,Orthodox,Southpaw,180.34,170.18,,,145.0,155.0,0,0,0,1,0,1
4588,Mark Hunt,Sean McCorkle,Josh Rosenthal,2010-09-25,"Indianapolis, Indiana, USA",Blue,Heavyweight,36.0,34.0,Orthodox,Orthodox,177.8,200.66,182.88,205.74,265.0,265.0,0,0,0,0,0,0
4589,TJ Grant,Julio Paulino,Jeff Malott,2010-09-25,"Indianapolis, Indiana, USA",Red,Welterweight,26.0,34.0,Orthodox,Orthodox,177.8,182.88,182.88,,170.0,155.0,1,0,2,2,0,1
4590,Nate Marquardt,Rousimar Palhares,Herb Dean,2010-09-15,"Austin, Texas, USA",Red,Middleweight,31.0,30.0,Orthodox,Orthodox,182.88,172.72,187.96,180.34,170.0,185.0,4,1,8,3,4,1
4591,Rich Attonito,Rafael Natal,Kerry Hatley,2010-09-15,"Austin, Texas, USA",Red,Middleweight,33.0,27.0,Orthodox,Orthodox,177.8,182.88,182.88,195.58,185.0,170.0,1,0,1,0,0,0
4592,Yves Edwards,John Gunderson,Kerry Hatley,2010-09-15,"Austin, Texas, USA",Red,Lightweight,33.0,31.0,Southpaw,Orthodox,175.26,175.26,185.42,175.26,155.0,155.0,0,0,6,4,1,1
4593,Tomasz Drwal,David Branch,Herb Dean,2010-09-15,"Austin, Texas, USA",Blue,Middleweight,28.0,28.0,Orthodox,Orthodox,185.42,185.42,193.04,198.12,185.0,205.0,0,0,3,2,0,1
4594,Jared Hamman,Kyle Kingsbury,Jon Schorle,2010-09-15,"Austin, Texas, USA",Blue,LightHeavyweight,28.0,28.0,Orthodox,Orthodox,190.5,193.04,190.5,200.66,205.0,185.0,0,0,1,1,1,1
4595,Cole Miller,Ross Pearson,Herb Dean,2010-09-15,"Austin, Texas, USA",Red,Lightweight,26.0,25.0,Orthodox,Orthodox,185.42,172.72,185.42,175.26,155.0,145.0,2,3,5,2,3,0
4596,Jim Miller,Gleison Tibau,Jon Schorle,2010-09-15,"Austin, Texas, USA",Red,Lightweight,27.0,26.0,Southpaw,Southpaw,172.72,177.8,180.34,180.34,155.0,155.0,2,0,6,1,7,4
4597,Efrain Escudero,Charles Oliveira,Kerry Hatley,2010-09-15,"Austin, Texas, USA",Blue,Lightweight,24.0,20.0,Orthodox,Orthodox,175.26,177.8,180.34,187.96,155.0,155.0,2,1,3,1,1,0
4598,Brian Foster,Forrest Petz,Herb Dean,2010-09-15,"Austin, Texas, USA",Red,Welterweight,26.0,34.0,Orthodox,Orthodox,175.26,175.26,180.34,180.34,170.0,170.0,0,1,1,2,2,4
4599,TJ Waldburger,David Mitchell,Jon Schorle,2010-09-15,"Austin, Texas, USA",Red,Welterweight,22.0,30.0,Orthodox,Orthodox,180.34,182.88,190.5,190.5,170.0,170.0,0,0,0,0,0,0
4600,Joe Lauzon,Gabe Ruediger,Herb Dean,2010-08-28,"Boston, Massachusetts, USA",Red,Lightweight,26.0,32.0,Orthodox,Orthodox,177.8,177.8,180.34,,155.0,155.0,3,0,5,2,0,1
4601,Andre Winner,Nik Lentz,Josh Rosenthal,2010-08-28,"Boston, Massachusetts, USA",Blue,Lightweight,28.0,26.0,Orthodox,Orthodox,180.34,172.72,185.42,172.72,145.0,155.0,0,1,2,1,2,1
4602,Demian Maia,Mario Miranda,Herb Dean,2010-08-28,"Boston, Massachusetts, USA",Red,Middleweight,32.0,31.0,Southpaw,Orthodox,185.42,190.5,182.88,187.96,185.0,170.0,5,0,6,2,1,1
4603,Frankie Edgar,BJ Penn,Herb Dean,2010-08-28,"Boston, Massachusetts, USA",Red,Lightweight,28.0,31.0,Orthodox,Orthodox,167.64,175.26,172.72,177.8,155.0,135.0,3,3,7,1,11,6
4604,Dan Miller,John Salter,Mario Yamasaki,2010-08-28,"Boston, Massachusetts, USA",Red,Middleweight,29.0,25.0,Orthodox,Southpaw,185.42,185.42,187.96,187.96,185.0,185.0,3,0,3,3,1,1
4605,Randy Couture,James Toney,Mario Yamasaki,2010-08-28,"Boston, Massachusetts, USA",Red,Heavyweight,47.0,42.0,Orthodox,Orthodox,185.42,175.26,190.5,,220.0,205.0,7,0,15,7,0,0
4606,Kenny Florian,Gray Maynard,Mario Yamasaki,2010-08-28,"Boston, Massachusetts, USA",Blue,Lightweight,34.0,31.0,Southpaw,Orthodox,177.8,175.26,187.96,177.8,155.0,145.0,0,0,11,3,7,1
4607,Nate Diaz,Marcus Davis,Yves Lavigne,2010-08-28,"Boston, Massachusetts, USA",Red,Welterweight,25.0,37.0,Southpaw,Southpaw,182.88,177.8,193.04,177.8,170.0,170.0,5,0,7,3,9,4
4608,Mike Pierce,Amilcar Alves,Josh Rosenthal,2010-08-28,"Boston, Massachusetts, USA",Red,Welterweight,29.0,22.0,Orthodox,Southpaw,172.72,182.88,180.34,,170.0,170.0,1,0,2,1,0,0
4609,Nick Osipczak,Greg Soto,Yves Lavigne,2010-08-28,"Boston, Massachusetts, USA",Blue,Welterweight,25.0,24.0,Orthodox,Orthodox,187.96,180.34,193.04,185.42,170.0,170.0,2,0,2,1,0,1
4610,Jon Fitch,Thiago Alves,Herb Dean,2010-08-07,"Oakland, California, USA",Red,Welterweight,32.0,26.0,Orthodox,Orthodox,182.88,175.26,187.96,177.8,170.0,170.0,8,0,12,1,9,3
4611,Roy Nelson,Junior Dos Santos,Marcos Rosales,2010-08-07,"Oakland, California, USA",Blue,Heavyweight,34.0,26.0,Orthodox,Orthodox,182.88,193.04,185.42,195.58,238.0,263.0,2,5,2,0,5,0
4612,Rodney Wallace,Phil Davis,Herb Dean,2010-08-07,"Oakland, California, USA",Blue,LightHeavyweight,28.0,25.0,Switch,Orthodox,175.26,187.96,182.88,200.66,205.0,205.0,0,2,0,2,2,0
4613,Clay Guida,Rafael Dos Anjos,Herb Dean,2010-08-07,"Oakland, California, USA",Red,Lightweight,28.0,25.0,Orthodox,Southpaw,170.18,172.72,177.8,177.8,155.0,155.0,1,0,6,5,3,2
4614,Matt Hughes,Ricardo Almeida,Josh Rosenthal,2010-08-07,"Oakland, California, USA",Red,Welterweight,36.0,33.0,Switch,Orthodox,175.26,182.88,185.42,187.96,170.0,170.0,2,0,17,5,5,3
4615,Johny Hendricks,Charlie Brenneman,Josh Rosenthal,2010-08-07,"Oakland, California, USA",Red,Welterweight,26.0,29.0,Southpaw,Orthodox,175.26,177.8,175.26,177.8,155.0,185.0,3,1,3,0,1,0
4616,Anderson Silva,Chael Sonnen,Josh Rosenthal,2010-08-07,"Oakland, California, USA",Red,Middleweight,35.0,33.0,Southpaw,Southpaw,187.96,185.42,195.58,185.42,205.0,185.0,11,0,11,0,4,3
4617,Dustin Hazelett,Rick Story,Josh Rosenthal,2010-08-07,"Oakland, California, USA",Blue,Welterweight,24.0,25.0,Orthodox,Southpaw,185.42,175.26,193.04,180.34,170.0,170.0,0,0,5,3,3,1
4618,Todd Brown,Tim Boetsch,Marcos Rosales,2010-08-07,"Oakland, California, USA",Blue,LightHeavyweight,33.0,29.0,Orthodox,Orthodox,180.34,182.88,,187.96,185.0,205.0,0,1,0,0,2,2
4619,Stefan Struve,Christian Morecraft,Herb Dean,2010-08-07,"Oakland, California, USA",Red,Heavyweight,22.0,23.0,Orthodox,Orthodox,210.82,198.12,213.36,205.74,260.0,265.0,0,0,3,2,0,0
4620,Ben Saunders,Dennis Hallman,Marcos Rosales,2010-08-07,"Oakland, California, USA",Blue,Welterweight,27.0,34.0,Orthodox,Orthodox,187.96,175.26,195.58,182.88,155.0,170.0,3,1,4,2,1,4
4621,DaMarques Johnson,Matthew Riddle,Jason Herzog,2010-08-01,"San Diego, California, USA",Blue,Welterweight,28.0,24.0,Orthodox,Southpaw,185.42,185.42,190.5,193.04,170.0,170.0,0,3,2,1,4,1
4622,Jon Jones,Vladimir Matyushenko,Herb Dean,2010-08-01,"San Diego, California, USA",Red,LightHeavyweight,23.0,39.0,Orthodox,Orthodox,193.04,182.88,213.36,187.96,205.0,205.0,3,1,4,1,5,2
4623,Tyson Griffin,Takanori Gomi,Jason Herzog,2010-08-01,"San Diego, California, USA",Blue,Lightweight,26.0,31.0,Orthodox,Southpaw,167.64,170.18,172.72,177.8,155.0,145.0,1,0,7,3,0,1
4624,Mark Munoz,Yushin Okami,John McCarthy,2010-08-01,"San Diego, California, USA",Blue,Middleweight,32.0,29.0,Orthodox,Southpaw,182.88,187.96,180.34,190.5,170.0,185.0,0,4,3,1,8,2
4625,James Irvin,Igor Pokrajac,Herb Dean,2010-08-01,"San Diego, California, USA",Blue,LightHeavyweight,31.0,31.0,Orthodox,Orthodox,187.96,182.88,190.5,187.96,205.0,205.0,0,0,4,5,0,2
4626,Brian Stann,Mike Massenzio,John McCarthy,2010-08-01,"San Diego, California, USA",Red,Middleweight,29.0,27.0,Orthodox,Southpaw,185.42,187.96,187.96,185.42,185.0,205.0,0,1,2,2,1,1
4627,Paul Kelly,Jacob Volkmann,John McCarthy,2010-08-01,"San Diego, California, USA",Blue,Lightweight,25.0,29.0,Orthodox,Southpaw,175.26,175.26,177.8,180.34,155.0,155.0,1,0,4,2,1,2
4628,John Howard,Jake Ellenberger,Herb Dean,2010-08-01,"San Diego, California, USA",Blue,Welterweight,27.0,25.0,Orthodox,Orthodox,170.18,175.26,182.88,180.34,170.0,170.0,4,0,4,0,1,1
4629,Darren Elkins,Charles Oliveira,Herb Dean,2010-08-01,"San Diego, California, USA",Blue,Lightweight,26.0,20.0,Orthodox,Orthodox,177.8,177.8,180.34,187.96,155.0,145.0,1,0,1,0,0,0
4630,Rob Kimmons,Steve Steinbeiss,Jason Herzog,2010-08-01,"San Diego, California, USA",Red,Middleweight,29.0,29.0,Orthodox,Orthodox,177.8,190.5,185.42,190.5,185.0,185.0,1,0,2,2,0,1
4631,Chris Leben,Yoshihiro Akiyama,Herb Dean,2010-07-03,"Las Vegas, Nevada, USA",Red,Middleweight,29.0,34.0,Southpaw,Orthodox,180.34,177.8,185.42,190.5,170.0,185.0,5,1,10,5,1,0
4632,Krzysztof Soszynski,Stephan Bonnar,Mario Yamasaki,2010-07-03,"Las Vegas, Nevada, USA",Blue,LightHeavyweight,32.0,33.0,Open Stance,Orthodox,185.42,193.04,195.58,200.66,205.0,205.0,3,0,4,1,5,6
4633,George Sotiropoulos,Kurt Pellegrino,Josh Rosenthal,2010-07-03,"Las Vegas, Nevada, USA",Red,Lightweight,32.0,31.0,Orthodox,Orthodox,177.8,172.72,180.34,177.8,155.0,155.0,5,0,5,0,7,3
4634,Chris Lytle,Matt Brown,Steve Mazzagatti,2010-07-03,"Las Vegas, Nevada, USA",Red,Welterweight,35.0,29.0,Orthodox,Orthodox,180.34,182.88,172.72,190.5,170.0,170.0,0,1,7,9,4,2
4635,Brock Lesnar,Shane Carwin,Josh Rosenthal,2010-07-03,"Las Vegas, Nevada, USA",Red,Heavyweight,32.0,35.0,Orthodox,Orthodox,190.5,187.96,205.74,203.2,265.0,265.0,0,4,3,1,4,0
